,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話
,510034,008148-4,"員林員水路郵局
員林員水路郵局",彰化48支,彰化縣員林市員水路一段338號,(04)832-3744,
,510010,008149-8,"員林三橋郵局
員林三橋郵局",彰化49支,彰化縣員林市大同路二段137號,(04)833-6830,
,510018,008150-0,"員林西門郵局
員林西門郵局",彰化50支,彰化縣員林市新生路85號,(04)835-3980,
,512007,008151-3,"永靖郵局
永靖郵局",彰化51支,彰化縣永靖鄉永靖街27號,(04)822-1927,
,510005,008152-7,"員林南門郵局
員林南門郵局",彰化52支,彰化縣員林市中正路63、65號,(04)834-4597,
,513006,008153-1,"埔心太平郵局
埔心太平郵局",彰化53支,彰化縣埔心鄉中山路66、68號,(04)835-7508,
,510001,008154-4,"員林中正路郵局
員林中正路郵局",彰化54支,彰化縣員林市中正路457號,(04)834-9424,
,511004,008155-8,"社頭郵局
社頭郵局",彰化55支,彰化縣社頭鄉員集路二段195號,(04)873-2201,
,511010,008156-1,"社頭湳雅郵局
社頭湳雅郵局",彰化56支,彰化縣社頭鄉山腳路三段325號,(04)872-1038,
,530019,008157-5,"二水郵局
二水郵局",彰化57支,彰化縣二水鄉員集路三段741號,(04)879-0133,
,520002,008158-9008509-1,"田中郵局
田中郵局",彰化58支,彰化縣田中鎮員集路二段305號,(04)874-2140,
,520011,008159-2,"田中內灣郵局
田中內灣郵局",彰化59支,彰化縣田中鎮中南路二段430號,(04)875-0243,
,520002,008160-4,"田中三潭郵局
田中三潭郵局",彰化60支,彰化縣田中鎮員集路二段616號,(04)875-0242,
,508022,008161-8,"和美道周郵局
和美道周郵局",彰化61支,彰化縣和美鎮山犁里道周路458、460號,(04)755-3527,
,970013,009100-3009500-5,"花蓮國安郵局
花蓮國安郵局",花蓮901支,花蓮縣花蓮市中山路408號,(03)833-1141-278,(03)833-1141-220
,970008,009101-7,"花蓮舊車站郵局
花蓮舊車站郵局",花蓮1支,花蓮縣花蓮市中山路92號,(03)835-3773,
,970003,009102-1,"花蓮南京街郵局
花蓮南京街郵局",花蓮2支,花蓮縣花蓮市南京街221號,(03)832-3307,
,971053,009104-8,"新城北埔郵局
新城北埔郵局",花蓮4支,花蓮縣新城鄉大漢村光復路578號,(03)826-6674,
,972003,009105-1,"秀林天祥郵局
秀林天祥郵局",花蓮5支,花蓮縣秀林鄉富世村天祥21號,(03)869-1128,
,971001,009106-5,"新城郵局
新城郵局",花蓮6支,花蓮縣新城鄉新城村中山路45號,(03)861-1629,
,970020,009107-9,"花蓮府前路郵局
花蓮府前路郵局",花蓮7支,花蓮縣花蓮市府前路146號,(03)822-2824,
,973044,009108-2,"吉安郵局
吉安郵局",花蓮8支,花蓮縣吉安鄉慶豐村吉安路二段280號,(03)852-1279,
,970020,009109-6,"花蓮下美崙郵局
花蓮下美崙郵局",花蓮9支,花蓮縣花蓮市民權路132號,(03)822-2441,
,973060,009110-8,"吉安仁里郵局
吉安仁里郵局",花蓮10支,花蓮縣吉安鄉仁里村中正路一段48號,(03)852-0442,
,970019,009111-1,"花蓮港務局郵局
花蓮港務局郵局",花蓮11支,花蓮縣花蓮市民權路27號,(03)835-9244,
,972005,009112-5,"秀林和平郵局
秀林和平郵局",花蓮12支,花蓮縣秀林鄉和平村3鄰和平113號,(03)868-1062,
,970004,009113-9,"花蓮中華路郵局
花蓮中華路郵局",花蓮13支,花蓮縣花蓮市中華路335-5號,(03)835-5279,
,970029,009114-2,"花蓮富國路郵局
花蓮富國路郵局",花蓮14支,花蓮縣花蓮市富國路52號,(03)857-7820,
,974007,009115-6,"壽豐郵局
壽豐郵局",花蓮15支,花蓮縣壽豐鄉壽豐村中山路六段57號,(03)865-1020,
,974005,009116-0,"壽豐豐田郵局
壽豐豐田郵局",花蓮16支,花蓮縣壽豐鄉豐山村中山路127巷16弄5號,(03)865-2626,
,974007,009117-3,"壽豐志學郵局
壽豐志學郵局",花蓮17支,花蓮縣壽豐鄉志學村中山路二段202號,(03)866-1626,
,973049,009118-7,"吉安宜昌郵局
吉安宜昌郵局",花蓮18支,花蓮縣吉安鄉中華路二段83號,(03)852-8673,
,970009,009119-1,"花蓮中山路郵局
花蓮中山路郵局",花蓮19支,花蓮縣花蓮市中山路188號,(03)832-3279,
,970304,009120-2,"花蓮師院郵局
花蓮師院郵局",花蓮20支,花蓮縣花蓮市華西路123號,(03)822-5374,
,973041,009121-6,"吉安太昌郵局
吉安太昌郵局",花蓮21支,花蓮縣吉安鄉永安村吉安路一段35號,(03)856-8217,
,975005,009122-0,"鳳林郵局
鳳林郵局",花蓮22支,花蓮縣鳳林鎮光復路14號,(03)876-2108,
,975003,009123-3,"鳳林萬榮郵局
鳳林萬榮郵局",花蓮23支,花蓮縣鳳林鎮長橋路133號,(03)875-1234,
,975002,009124-7,"鳳林林榮郵局
鳳林林榮郵局",花蓮24支,花蓮縣鳳林鎮林榮路165號,(03)877-1731,
,976006,009125-1,"光復郵局
光復郵局",花蓮25支,花蓮縣光復鄉中正路一段124號,(03)870-1048,
,977004,009127-8,"豐濱郵局
豐濱郵局",花蓮27支,花蓮縣豐濱鄉光豐路48號,(03)879-1192,
,976003,009128-1,"光復富田郵局
光復富田郵局",花蓮28支,花蓮縣光復鄉富田一街36號之1,(03)870-1661,
,978001,009129-5,"瑞穗郵局
瑞穗郵局",花蓮29支,花蓮縣瑞穗鄉中山路一段120號,(03)887-2134,
,978003,009130-7,"瑞穗富源郵局
瑞穗富源郵局",花蓮30支,花蓮縣瑞穗鄉富源村中正路88號,(03)881-1035,
,981002,009131-1009501-9,"玉里郵局
玉里郵局",花蓮31支,花蓮縣玉里鎮光復路111號,(03)888-2177,
,981002,009132-4,"玉里泰昌郵局
玉里泰昌郵局",花蓮32支,花蓮縣玉里鎮中山路二段139號,(03)888-2593,
,982009,009133-8,"卓溪郵局
卓溪郵局",花蓮33支,花蓮縣卓溪鄉中正路61-1號,(03)888-3747,
,981010,009134-1,"玉里三民郵局
玉里三民郵局",花蓮34支,花蓮縣玉里鎮三民里11鄰三民90之3號,(03)884-1334,
,981002,009135-5,"玉里新興郵局
玉里新興郵局",花蓮35支,花蓮縣玉里鎮新興街91號(玉里榮民醫院內),(03)888-8321,
,983001,009136-9,"富里郵局
富里郵局",花蓮36支,花蓮縣富里鄉中山路169號,(03)883-1053,
,983004,009137-2,"富里東里郵局
富里東里郵局",花蓮37支,花蓮縣富里鄉東里村道化路9號,(03)886-1601,
,971209,009138-6,"花蓮空軍基地郵局
花蓮空軍基地郵局",花蓮38支,花蓮縣新城鄉嘉新村花師街37號(花蓮空軍基地內),(03)822-3953,
,974301,009139-0,"壽豐東華大學郵局
壽豐東華大學郵局",花蓮39支,花蓮縣壽豐鄉志學村大學路二段1號(東華大學內),(03)863-0169,
,830072,010100-3004501-7,"鳳山郵局
鳳山郵局",高雄96支,高雄市鳳山區中山東路86-2號,(07)746-2446-605、606,(07)746-2446-602、603
,830251,010101-7,"陸軍官校郵局
陸軍官校郵局",高雄97支,高雄市鳳山區維武路1號(陸軍官校內),(07)741-4947,
,833173,010102-1,"鳥松郵局
鳥松郵局",高雄98支,高雄市鳥松區中正路311號,(07)732-1811,
,807037,010103-4,"澄清湖郵局
澄清湖郵局",高雄99支,高雄市三民區澄清路643號,(07)767-0929,
,824005,010104-8,"燕巢義大醫院郵局
燕巢義大醫院郵局",高雄100支,高雄市燕巢區義大路1號(義大醫院內),(07)615-4282,
,830252,010105-1,"鳳山行政中心郵局
鳳山行政中心郵局",高雄101支,高雄市鳳山區光復路2段132號(高雄市政府鳳山行政中心內),(07)742-0218,
,830002,010106-5,"鳳山文山郵局
鳳山文山郵局",高雄102支,高雄市鳳山區文衡路236號,(07)776-8544,
,831140,010107-9,"大寮郵局
大寮郵局",高雄103支,高雄市大寮區鳳林三路530號,(07)782-8723,(07)781-6684
,830021,010108-2,"鳳山大東郵局
鳳山大東郵局",高雄104支,高雄市鳳山區大東一路122、124號,(07)746-6936,
,830056,010109-6,"鳳山五甲郵局
鳳山五甲郵局",高雄105支,高雄市鳳山區五甲三路45號,(07)821-7661,(07)831-7414
,831141,010111-1,"大寮中庄郵局
大寮中庄郵局",高雄107支,高雄市大寮區鳳屏一路370、372號,(07)701-2348,(07)701-0076
,830047,010113-9,"鳳山一甲郵局
鳳山一甲郵局",高雄108支,高雄市鳳山區五甲二路87、89、91號,(07)711-1930,
,830023,010114-2,"鳳山鳳松路郵局
鳳山鳳松路郵局",高雄109支,高雄市鳳山區鳳松路11號,(07)742-5490,
,831121,010115-6,"大寮中興郵局
大寮中興郵局",高雄110支,高雄市大寮區鳳林四路34至38號,(07)782-5018,
,830035,010116-0,"鳳山新甲郵局
鳳山新甲郵局",高雄111支,高雄市鳳山區大明路39、41號,(07)766-0079,
,833163,010118-7,"鳥松仁美郵局
鳥松仁美郵局",高雄112支,高雄市鳥松區學堂路89號,(07)731-1412,
,830523,010119-1,"鳳山新富郵局
鳳山新富郵局",高雄113支,高雄市鳳山區新富路391號,(07)763-2485,
,840202,010120-2,"大樹九曲堂郵局
大樹九曲堂郵局",高雄114支,高雄市大樹區中興街143號,(07)651-2051,
,840201,010121-6004512-5,"大樹郵局
大樹郵局",高雄115支,高雄市大樹區中興西路40號,(07)651-0464,(07)651-2314
,831132,010122-0,"大寮大發郵局
大寮大發郵局",高雄116支,高雄市大寮區大寮路767、769號,(07)787-9688,
,830024,010123-3004513-9,"鳳山三民路郵局
鳳山三民路郵局",高雄117支,高雄市鳳山區三民路289號,(07)745-2124,(07)745-8617
,832008,010124-7004514-2,"林園郵局
林園郵局",高雄118支,高雄市林園區鳳林路1段176號,(07)641-2106,(07)641-0828
,832001,010125-1,"林園三庄郵局
林園三庄郵局",高雄119支,高雄市林園區林內路153號,(07)641-1223,
,832008,010126-4,"林園福興郵局
林園福興郵局",高雄120支,高雄市林園區福興街104號,(07)643-1863,
,833253,010127-8,"鳥松長庚醫院郵局
鳥松長庚醫院郵局",高雄121支,高雄市鳥松區大埤路125號(長庚兒童醫院內),(07)733-2527,
,830699,010128-1,"鳳山中崙郵局
鳳山中崙郵局",高雄122支,高雄市鳳山區中崙路576號,(07)753-6919,
,830679,010129-5,"鳳山過埤郵局
鳳山過埤郵局",高雄123支,高雄市鳳山區過勇路156、158號,(07)792-1753,
,830008,010130-7,"鳳山鎮北郵局
鳳山鎮北郵局",高雄124支,高雄市鳳山區經武路166、168號,(07)790-1455,
,842056,010131-1004502-1,"旗山郵局
旗山郵局",高雄125支,高雄市旗山區延平一路690號,(07)661-2102,(07)661-2788
,842044,010132-4,"旗山旗尾郵局
旗山旗尾郵局",高雄126支,高雄市旗山區延平二路8、10號,(07)661-4790,
,842057,010133-8,"旗山大洲郵局
旗山大洲郵局",高雄127支,高雄市旗山區旗南二路192-1號,(07)666-1005,
,842058,010134-1,"旗山圓潭郵局
旗山圓潭郵局",高雄128支,高雄市旗山區旗甲路2段354號,(07)669-1450,
,845052,010135-5,"內門郵局
內門郵局",高雄129支,高雄市內門區內豊里內埔121號,(07)667-1271,
,846054,010136-9,"杉林郵局
杉林郵局",高雄130支,高雄市杉林區山仙路26號,(07)677-1163,
,842057,010137-2,"旗山四保郵局
旗山四保郵局",高雄131支,高雄市旗山區中山路242號,(07)661-3838,
,843001,010138-6004515-6,"美濃郵局
美濃郵局",高雄132支,高雄市美濃區中正路1段39號,(07)681-9051,(07)681-2158
,843009,010139-0,"美濃中壇郵局
美濃中壇郵局",高雄133支,高雄市美濃區中興路1段788號,(07)681-3014,
,847002,010140-1,"甲仙郵局
甲仙郵局",高雄134支,高雄市甲仙區林森路42號,(07)675-1042,
,849001,010141-5,"那瑪夏郵局
那瑪夏郵局",高雄135支,高雄市那瑪夏區達卡努瓦里大光巷230號,(07)670-1138,
,844001,010142-9,"六龜郵局
六龜郵局",高雄136支,高雄市六龜區光復路173號,(07)689-1046,
,848001,010143-2,"桃源郵局
桃源郵局",高雄137支,高雄市桃源區桃源里南進巷182號,(07)686-1141,
,844007,010144-6,"六龜寶來郵局
六龜寶來郵局",高雄138支,高雄市六龜區寶來街18-1號,(07)688-1420,
,820011,010145-0004503-4,"岡山郵局
岡山郵局",高雄139支,高雄市岡山區民有路68號,(07)621-2462,(07)621-2461
,820009,010146-3,"空軍通校郵局
空軍通校郵局",高雄140支,高雄市岡山區介壽西路198號〈空軍航空技術學院內〉,(07)625-1614,
,825008,010148-1,"橋頭郵局
橋頭郵局",高雄142支,高雄市橋頭區橋頭路113號,(07)611-3602,(07)612-1967
,820115,010149-4,"空軍機校郵局
空軍機校郵局",高雄143支,高雄市岡山區巨輪路2號〈空軍航空技術學院內〉,(07)625-8391,
,827010,010150-6,"彌陀郵局
彌陀郵局",高雄144支,高雄市彌陀區中正路7號,(07)617-8124,
,824001,010151-0,"燕巢郵局
燕巢郵局",高雄145支,高雄市燕巢區中民路621號,(07)616-1164,
,824005,010152-3,"燕巢鳳山厝郵局
燕巢鳳山厝郵局",高雄146支,高雄市燕巢區鳳旗路39號,(07)615-3670,
,826001,010153-7,"梓官郵局
梓官郵局",高雄147支,高雄市梓官區中崙路260號,(07)617-2484,
,828114,010154-1,"永安郵局
永安郵局",高雄148支,高雄市永安區永華路15號,(07)691-2285,
,826006,010155-4,"梓官蚵子寮郵局
梓官蚵子寮郵局",高雄149支,高雄市梓官區港九街68號,(07)610-1014,
,823004,010156-8,"田寮郵局
田寮郵局",高雄150支,高雄市田寮區崗北路61號,(07)636-1675,
,822201,010157-1004516-0,"阿蓮郵局
阿蓮郵局",高雄151支,高雄市阿蓮區民生路101號,(07)631-2140,
,820002,010158-5,"岡山平和路郵局
岡山平和路郵局",高雄152支,高雄市岡山區平和路65號,(07)621-2584,
,820004,010159-9,"岡山仁壽路郵局
岡山仁壽路郵局",高雄153支,高雄市岡山區仁壽路215號,(07)625-4554,
,820105,010160-1,"岡山五甲尾郵局
岡山五甲尾郵局",高雄154支,高雄市岡山區嘉興路255號,(07)622-7841,
,828106,010161-4,"永安竹仔港郵局
永安竹仔港郵局",高雄155支,高雄市永安區永工二路1號,(07)621-4448,
,829201,010162-8004517-3,"湖內郵局
湖內郵局",高雄156支,高雄市湖內區中正路2段13號,(07)699-3057,
,829208,010163-1,"湖內大湖郵局
湖內大湖郵局",高雄157支,高雄市湖內區民權路243號,(07)693-3246,
,852202,010164-5,"茄萣郵局
茄萣郵局",高雄158支,高雄市茄萣區進學路158號,(07)690-0206,
,821006,010165-9004518-7,"路竹郵局
路竹郵局",高雄159支,高雄市路竹區中興路11號,(07)696-2311,(07)696-8012
,821013,010166-2,"路竹竹南郵局
路竹竹南郵局",高雄160支,高雄市路竹區中山路1097號,(07)696-2804,
,821004,010167-6,"路竹一甲郵局
路竹一甲郵局",高雄161支,高雄市路竹區大智路60號,(07)696-6896,
,820118,010168-0,"岡山大仁郵局
岡山大仁郵局",高雄162支,高雄市岡山區大仁路89號,(07)624-3043,
,260004,011100-0011500-1,"宜蘭中山路郵局
宜蘭中山路郵局",宜蘭901支,宜蘭縣宜蘭市中山路3段130號,(03)932-4133,(03)932-6727
,260026,011101-3,"宜蘭金六結郵局
宜蘭金六結郵局",宜蘭1支,宜蘭縣宜蘭市復興路3段100號,(03)936-8142,
,260009,011102-7,"宜蘭渭水路郵局
宜蘭渭水路郵局",宜蘭2支,宜蘭縣宜蘭市中山路2段275號,(03)932-5072,
,264019,011103-1,"員山郵局
員山郵局",宜蘭3支,宜蘭縣員山鄉員山路1段299號,(03)922-5073,
,264018,011104-4,"員山內城郵局
員山內城郵局",宜蘭4支,宜蘭縣員山鄉榮光路353號,(03)922-1096,
,260004,011105-8,"宜蘭西後街郵局
宜蘭西後街郵局",宜蘭5支,宜蘭縣宜蘭市西後街2-1號,(03)932-9185,
,263027,011106-1,"壯圍郵局
壯圍郵局",宜蘭6支,宜蘭縣壯圍鄉壯五路327號,(03)938-1705,
,260024,011108-9,"宜蘭東港路郵局
宜蘭東港路郵局",宜蘭8支,宜蘭縣宜蘭市東港路2段216號,(03)938-5638,
,260021,011109-2,"宜蘭大坡路郵局
宜蘭大坡路郵局",宜蘭9支,宜蘭縣宜蘭市大坡路2段225號,(03)928-3195,
,260007,011110-4,"宜蘭大學郵局
宜蘭大學郵局",宜蘭10支,宜蘭縣宜蘭市神農路1段1號(宜蘭大學內，面向農權路2段上),(03)935-6052,
,261008,011111-8,"頭城郵局
頭城郵局",宜蘭11支,宜蘭縣頭城鎮民鋒路15號,(03)977-1170,(03)977-8127
,261005,011112-1,"頭城大溪港郵局
頭城大溪港郵局",宜蘭12支,宜蘭縣頭城鎮濱海路5段153號,(03)978-1136,
,261007,011113-5,"頭城頂埔郵局
頭城頂埔郵局",宜蘭13支,宜蘭縣頭城鎮青雲路2段299號,(03)977-5470,
,262003,011114-9,"礁溪郵局
礁溪郵局",宜蘭14支,宜蘭縣礁溪鄉礁溪路4段130號,(03)988-2203,
,262005,011115-2,"礁溪四城郵局
礁溪四城郵局",宜蘭15支,宜蘭縣礁溪鄉站前路19號,(03)928-2830,
,262002,011116-6,"礁溪湯仔城郵局
礁溪湯仔城郵局",宜蘭16支,宜蘭縣礁溪鄉中山路2段196號,(03)988-7951,
,260011,011117-0,"宜蘭縣政府郵局
宜蘭縣政府郵局",宜蘭17支,宜蘭縣宜蘭市縣政北路1號(宜蘭縣政府內),(03)925-2917,
,270001,011118-3,"蘇澳郵局
蘇澳郵局",宜蘭18支,宜蘭縣蘇澳鎮中山路1段1號,(03)996-2165,
,270002,011119-7,"蘇澳南方澳郵局
蘇澳南方澳郵局",宜蘭19支,宜蘭縣蘇澳鎮江夏路13號,(03)996-2754,
,270008,011120-9,"蘇澳港邊里郵局
蘇澳港邊里郵局",宜蘭20支,宜蘭縣蘇澳鎮蘇濱路1段301號(蘇澳榮民醫院內),(03)990-4792,
,270015,011121-2,"蘇澳馬賽郵局
蘇澳馬賽郵局",宜蘭21支,宜蘭縣蘇澳鎮大同路226號,(03)990-2818,
,270004,011122-6,"蘇澳蘇西里郵局
蘇澳蘇西里郵局",宜蘭22支,宜蘭縣蘇澳鎮中山路1段253號,(03)996-1791,
,272006,011123-0,"蘇澳東澳路郵局
蘇澳東澳路郵局",宜蘭23支,宜蘭縣南澳鄉蘇花路3段171號,(03)998-6190,
,272017,011124-3,"南澳郵局
南澳郵局",宜蘭24支,宜蘭縣南澳鄉蘇花路2段351號,(03)998-1047,
,265001,011125-7011501-5,"羅東郵局
羅東郵局",宜蘭25支,宜蘭縣羅東鎮興東路69號,(03)954-2242,(03)955-1715
,268021,011126-1,"五結二結郵局
五結二結郵局",宜蘭26支,宜蘭縣五結鄉二結路27號,(03)965-3907,
,269027,011127-4,"冬山郵局
冬山郵局",宜蘭27支,宜蘭縣冬山鄉冬山路177號,(03)959-3908,
,265006,011128-8,"羅東南門郵局
羅東南門郵局",宜蘭28支,宜蘭縣羅東鎮中正南路102號,(03)954-8831,
,265010,011129-1,"羅東大同路郵局
羅東大同路郵局",宜蘭29支,宜蘭縣羅東鎮大同路44-6號,(03)954-8834,
,268019,011130-3,"五結郵局
五結郵局",宜蘭30支,宜蘭縣五結鄉自強路165、167號,(03)950-5652,
,269023,011131-7,"冬山群英郵局
冬山群英郵局",宜蘭31支,宜蘭縣冬山鄉義成路3段482號,(03)958-8842,
,268015,011132-1,"五結利澤郵局
五結利澤郵局",宜蘭32支,宜蘭縣五結鄉利成路2段468號,(03)950-2023,
,265004,011133-4,"羅東西門郵局
羅東西門郵局",宜蘭33支,宜蘭縣羅東鎮中山路4段235號,(03)951-1690,
,265013,011134-8,"羅東竹林郵局
羅東竹林郵局",宜蘭34支,宜蘭縣羅東鎮復興路2段193號,(03)956-3547,
,266008,011135-1,"三星郵局
三星郵局",宜蘭35支,宜蘭縣三星鄉太平路134號,(03)989-2014,
,267002,011136-5,"大同郵局
大同郵局",宜蘭36支,宜蘭縣大同鄉崙埤村泰雅路1段58號,(03)980-1127,
,330005,012100-6012500-8,"桃園成功路郵局
桃園成功路郵局",桃園901支,桃園市桃園區成功路一段51號,(03)334-6077,(03)337-9648
,333003,012101-0,"龜山大崗郵局
龜山大崗郵局",桃園1支,桃園市龜山區大崗里新興街99號,(03)328-3892,(03)328-2695
,334027,012102-3012501-1,"八德大湳郵局
八德大湳郵局",桃園2支,桃園市八德區介壽路一段842號,(03)362-0477,(03)361-9534
,334028,012103-7,"八德郵局
八德郵局",桃園3支,桃園市八德區建國路18號,(03)368-1697,
,330002,012104-1,"桃園民生路郵局
桃園民生路郵局",桃園4支,桃園市桃園區民生路246-1號,(03)334-9833,(03)334-2148
,333019,012105-4012504-2,"龜山郵局
龜山郵局",桃園5支,桃園市龜山區豐美街2-1號,(03)320-4924,(03)320-2631
,333035,012106-8,"龜山民安街郵局
龜山民安街郵局",桃園6支,桃園市龜山區民安街120號,(03)319-2253,
,330025,012107-1,"桃園南門郵局
桃園南門郵局",桃園7支,桃園市桃園區中山路362號,(03)334-2081,
,330427,012108-5,"桃園大樹林郵局
桃園大樹林郵局",桃園8支,桃園市桃園區大誠路9號,(03)361-9880,
,338019,012109-9012502-5,"蘆竹郵局
蘆竹郵局",桃園9支,桃園市蘆竹區南山路一段105號,(03)352-4630,(03)322-6258
,330033,012110-1,"桃園茄苳郵局
桃園茄苳郵局",桃園10支,桃園市桃園區龍安街12號,(03)369-1274,
,330005,012111-4,"桃園東埔郵局
桃園東埔郵局",桃園11支,桃園市桃園區中正二街15號,(03)332-1928,(03)336-2447
,330038,012112-8,"桃園中路郵局
桃園中路郵局",桃園12支,桃園市桃園區壽昌街20巷27-1號及27-2號,(03)220-2871,
,330022,012113-1,"桃園水汴頭郵局
桃園水汴頭郵局",桃園13支,桃園市桃園區春日路1360號,(03)325-1039,
,330042,012114-5,"桃園福林郵局
桃園福林郵局",桃園14支,桃園市桃園區介壽路316及316-1號,(03)361-6942,
,330060,012115-9,"桃園永安郵局
桃園永安郵局",桃園15支,桃園市桃園區永安路365號,(03)333-8620,
,330048,012116-2,"桃園桃鶯郵局
桃園桃鶯郵局",桃園16支,桃園市桃園區桃鶯路354、356號,(03)362-2243,
,333423,012117-6,"龜山樂善郵局
龜山樂善郵局",桃園17支,桃園市龜山區復興街5號(林口長庚醫院內),(03)328-2459,
,334007,012118-0,"八德更寮腳郵局
八德更寮腳郵局",桃園18支,桃園市八德區介壽路2段1030號,(03)368-4554,
,333026,012119-3,"龜山迴龍郵局
龜山迴龍郵局",桃園19支,桃園市龜山區萬壽路1段374、376號,(02)8209-4775,
,330023,012120-5,"桃園大業郵局
桃園大業郵局",桃園20支,桃園市桃園區大有路466、468號,(03)358-8316,
,330026,012121-9012505-6,"桃園府前郵局
桃園府前郵局",桃園21支,桃園市桃園區縣府路326、328、330號,(03)338-9165,(03)336-3087
,334015,012122-2,"八德高城郵局
八德高城郵局",桃園22支,桃園市八德區永豐路581號,(03)369-6483,
,330042,012123-6,"桃園建國郵局
桃園建國郵局",桃園23支,桃園市桃園區建國路156-8號,(03)362-8380,
,334006,012124-0,"八德麻園郵局
八德麻園郵局",桃園24支,桃園市八德區介壽路2段298號,(03)367-8344,
,333007,012125-3,"龜山文化郵局
龜山文化郵局",桃園25支,桃園市龜山區文化里文昌一街102號,(03)328-2617,
,338011,012126-7,"蘆竹山腳郵局
蘆竹山腳郵局",桃園26支,桃園市蘆竹區南山路3段270、272號,(03)324-1724,
,338026,012127-1,"蘆竹大竹郵局
蘆竹大竹郵局",桃園27支,桃園市蘆竹區大竹路385號,(03)323-2214,
,333322,012128-4,"龜山誠園郵局
龜山誠園郵局",桃園28支,桃園市龜山區樹人路56號,(03)328-5100,
,338217,012129-8,"蘆竹錦興郵局
蘆竹錦興郵局",桃園29支,桃園市蘆竹區南崁路1段190號,(03)322-5841,
,330008,012130-0,"桃園慈文郵局
桃園慈文郵局",桃園30支,桃園市桃園區經國路280、286號,(03)355-2745,
,337017,012131-3012506-0,"大園郵局
大園郵局",桃園31支,桃園市大園區中華路2號,(03)386-2071,
,337004,012132-7,"大園埔心街郵局
大園埔心街郵局",桃園32支,桃園市大園區埔心街50號,(03)381-3510,
,337013,012133-1,"大園菓林郵局
大園菓林郵局",桃園33支,桃園市大園區菓林里3鄰菓林路99號,(03)383-6423,
,337041,012135-8,"臺灣桃園國際機場郵局
臺灣桃園國際機場郵局",桃園35支,桃園市大園區航站南路9號(臺灣桃園國際機場第二航站大廈1樓),(03)393-1701,(03)383-4603
,333323,012136-1,"龜山長庚大學郵局
龜山長庚大學郵局",桃園36支,桃園市龜山區文化一路259號(長庚大學活動中心內),(03)211-8633,
,335015,012137-5012507-3,"大溪郵局
大溪郵局",桃園37支,桃園市大溪區康莊路210號,(03)388-2141,
,338202,012138-9,"蘆竹光明郵局
蘆竹光明郵局",桃園38支,桃園市蘆竹區南福街187、189號,(03)212-8331,
,336041,012139-2,"復興郵局
復興郵局",桃園39支,桃園市復興區中正路62號,(03)382-2307,
,335001,012140-4,"大溪僑愛郵局
大溪僑愛郵局",桃園40支,桃園市大溪區介壽路42、44號,(03)380-1694,
,335002,012141-8,"大溪崎頂郵局
大溪崎頂郵局",桃園41支,桃園市大溪區介壽路890號,(03)380-1742,
,335008,012142-1,"大溪員樹林郵局
大溪員樹林郵局",桃園42支,桃園市大溪區齋明街1號,(03)380-1300,
,335004,012143-5,"大溪南興郵局
大溪南興郵局",桃園43支,桃園市大溪區仁和路2段126號,(03)380-1520,
,320014,012194-1,"中壢青埔郵局
中壢青埔郵局",桃園94支,桃園市中壢區高鐵南路2段289號,(03)287-5710,
,330031,012195-5,"桃園國際路郵局
桃園國際路郵局",桃園95支,"桃園市桃園區國際路2段587,589號",(03)301-9151,
,420772,014100-9002502-8,"豐原郵局
豐原郵局",臺中72支,臺中市豐原區豐西街66號,(04)2527-1140,
,429773,014101-2,"神岡郵局
神岡郵局",臺中73支,臺中市神岡區神岡路4號,(04)2562-2092,
,422774,014102-6,"石岡郵局
石岡郵局",臺中74支,臺中市石岡區石岡街86號,(04)2572-2960,
,420775,014103-0,"豐原中山路郵局
豐原中山路郵局",臺中75支,臺中市豐原區大明路12號,(04)2524-4282,
,420776,014104-3,"豐原三民路郵局
豐原三民路郵局",臺中76支,臺中市豐原區三民路108號,(04)2522-7074,
,433777,014105-7,"沙鹿北勢郵局
沙鹿北勢郵局",臺中77支,臺中市沙鹿區東晉路253號,(04)2631-3524,
,429778,014106-1,"神岡圳堵郵局
神岡圳堵郵局",臺中78支,臺中市神岡區神清路273號,(04)2562-2957,
,420779,014107-4,"豐原南陽郵局
豐原南陽郵局",臺中79支,臺中市豐原區圓環東路402號,(04)2524-5424,
,420780,014108-8,"豐原翁子郵局
豐原翁子郵局",臺中80支,臺中市豐原區豐勢路一段576、578號,(04)2524-4650,
,429781,014109-1,"神岡社口郵局
神岡社口郵局",臺中81支,臺中市神岡區中山路611號,(04)2562-1779,
,420783,014111-7,"豐原葫蘆墩郵局
豐原葫蘆墩郵局",臺中83支,臺中市豐原區豐原大道七段25號,(04)2526-6323,
,429784,014112-1,"神岡岸裡郵局
神岡岸裡郵局",臺中84支,臺中市神岡區中山路49號,(04)2524-7483,
,420785,014113-4,"豐原水源郵局
豐原水源郵局",臺中85支,臺中市豐原區水源路594-2號,(04)2528-0930,
,421786,014114-8002509-3,"后里郵局
后里郵局",臺中86支,臺中市后里區公安路77號,(04)2556-2067,(04)2556-1046
,429787,014115-1,"神岡豐洲郵局
神岡豐洲郵局",臺中87支,臺中市神岡區豐洲路359號,(04)2513-0137,
,421788,014116-5,"后里義里郵局
后里義里郵局",臺中88支,臺中市后里區甲后路一段219號,(04)2556-2330,
,421789,014117-9,"后里月眉郵局
后里月眉郵局",臺中89支,臺中市后里區甲后路二段377號,(04)2556-3324,
